project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Asrithas Grand Living,By  in JP Nagar Phase 7,JP Nagar Phase 7,1275 - 1565 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.72L  - 61.03L 							",,Ongoing,Possession: Oct-2017,,
Columbia Celestia,By Columbia Group in JP Nagar Phase 7,JP Nagar Phase 7,1382 - 1602 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.10L  - 80.10L 							",,Ongoing,Possession: Dec-2017,,
Axis Aspira,By Axis Capstone in JP Nagar Phase 7,JP Nagar Phase 7,1930 - 2015 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,Possession: Sep-2017,,
Axis Vanam,By Axis Concept Construction Pvt. Ltd. in JP Nagar Phase 7,JP Nagar Phase 7,1055 - 1240 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														58.02L  - 68.20L 							",,Ongoing,Possession: Jan-2019,,
Sai Sumukha Swiss Lights,By  in JP Nagar Phase 7,JP Nagar Phase 7,1145 - 1465 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.52L  - 65.92L 							",,Ongoing,Possession: Feb-2018,Launched: Nov-2016,
Premier Inspira Devangi,By Premier Inspira Builders in JP Nagar Phase 7,JP Nagar Phase 7,1300 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														87.57L  - 1.10Cr 							",,Ongoing,,, REGISTRATION NO. PR/KN/180118/002673
Gruha Kalyan Dahlia ,By Gruha Kalyan in JP Nagar Phase 9,JP Nagar Phase 9,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														42L 							",,Ongoing,,,
Sai Siri Heritage,By  in Kengeri,Kengeri,1125 - 1565 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														41.62L  - 57.90L 							",,Ongoing,Possession: Dec-2018,,
DSR Waterscape,By DSR Infrastructure Private Limited. in K Channasandra,K Channasandra,1469 - 1766 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														66.83L  - 80.35L 							",,Ongoing,Possession: Aug-2019,,
Willow Park,By Indes Projects in Kalkere,Kalkere,1575 - 1585 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.06L  - 59.43L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170731/000590
JS Carnation,By JS Estates and Shelters Pvt Ltd in Kalkere,Kalkere,1375 - 1503 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														55L  - 60.12L 							",,Ongoing,Possession: Dec-2019,, REGISTRATION NO. PR/KN/170831/001679
August Grand,By August Ventures Pvt Ltd in kaikondrahalli,kaikondrahalli,2689 - 3045 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.68Cr  - 1.90Cr 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170730/000242
Sri Sumeru Surataru,By Sri Sumeru Realty Private Limited in Kanakapura Road,Kanakapura Road,,"
								 Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,, REGISTRATION NO. PR/KN/170731/000787
Brigade Meadows,By Brigade Group in Kanakapura Road,Kanakapura Road,1430 - 1630 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.63L  - 69.11L 							",,Ongoing,Possession: Jun-2017,,
Carnation at Brigade Meadows,By Brigade Group in Kanakapura Road,Kanakapura Road,1150 - 1210 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.21L  - 54.93L 							",,Ongoing,Possession: Apr-2018,,
Brigade Meadows Plumeria,By Brigade Group in Kanakapura Road,Kanakapura Road,1445 - 1635 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														64.15L  - 72.59L 							",,Ongoing,Possession: Jul-2018,Launched: Nov-2015, REGISTRATION NO. PR/KN/170731/000863
Mantri Primus Reflection,By Mantri Developers Pvt Ltd. in Kanakapura Road,Kanakapura Road,1560 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														71.60L 							",,Ongoing,Possession: Dec-2017,,
Hitin 1410 The Residences,By Hitin Property Developments in Judicial Layout,Judicial Layout,2379 - 2637 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170731/000389
Milestone Symphony,By Milestone Builders in Jigani Anekal Road,Jigani Anekal Road,5050 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Aratt Amora,By Aratt Builder in Jigani Anekal Road,Jigani Anekal Road,1883 - 1960 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														65.90L  - 68.60L 							",,Ongoing,Possession: Aug-2018,,
Milestone Grand,By Milestone Builders in Jigani,Jigani,1351 - 1491 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.24L  - 57.21L 							",,Ongoing,Possession: Aug-2018,Launched: May-2015, REGISTRATION NO. PR/KN/170801/000895
Banashree Arka Forest View,By Banashree Shelters Pvt. Ltd. in Jigani,Jigani,1630 - 1885 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.19L  - 49.95L 							",,Ongoing,Possession: Dec-2019,Launched: Mar-2014, REGISTRATION NO. PR/KN/170731/000754
DLF Woodland Heights,By DLF Group in Jigani,Jigani,1213 - 1252 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														46.09L  - 47.57L 							",,Ongoing,,,
Brinda Imperial Phase 2,By Brinda Properties in Jigani,Jigani,900 - 1500 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														13.49L  - 22.48L 							",,Ongoing,Possession: Dec-2017,Launched: Feb-2017,
Creative Cyprus Oaks,By Creative Builders & Developers in Jigani,Jigani,1000 - 1100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														26L  - 28.60L 							",,Ongoing,Possession: Nov-2017,,
VR Sai Brundavanam,By VR Infrastructures in Jigani,Jigani,1040 - 1240 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														18.72L  - 22.32L 							",,Ongoing,,,
Infrany Trinity,By Infrany Ventures in Electronic City Phase I,Electronic City Phase I,1295 - 1607 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														47.26L  - 58.65L 							",,Ongoing,Possession: May-2018,,
Celebrity Serenity,By Celebrity Structures India Pvt.Ltd. in Electronic City Phase I,Electronic City Phase I,1741 - 2074 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														63.54L  - 75.70L 							",,Ongoing,Possession: Oct-2018,,
Revival Wave City,By Revival Builders And Developers in Electronic City Phase I,Electronic City Phase I,1800 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														68.04L 							",,Ongoing,Possession: Dec-2018,,
Kritan Ira,By Kritan Urbane Living in Electronic City Phase I,Electronic City Phase I,1650 - 1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.40L  - 64.80L 							",,Ongoing,Possession: Oct-2018,, REGISTRATION NO. PR/KN/170803/001046
GM Global Techies Town Tower 03 C,By GM Infinite Dwelling (India) Pvt. Ltd. in Electronic City Phase I,Electronic City Phase I,1500 - 1750 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.80L  - 73.21L 							",,Ongoing,Possession: Aug-2021,, REGISTRATION NO. PR/KN/170814/001289
Keya Homes The Green Terraces,By Keya Homes in Electronic City Phase I,Electronic City Phase I,1430 - 1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.12L  - 58.87L 							",,Ongoing,Possession: Sep-2018,Launched: Aug-2015, REGISTRATION NO. PR/KN/170825/001517
Unishire Verzure,By Unishire Group in Jakkur,Jakkur,1553 - 1745 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														72.21L  - 81.14L 							",,Ongoing,Possession: May-2018,Launched: Feb-2014,
Unishire Belvedere Signature,By Unishire Group in Jakkur,Jakkur,1795 - 1817 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														88.92L  - 90.01L 							",,Ongoing,Possession: Jul-2017,,
Vajram Tiara,By Vajram Group in Yelahanka,Yelahanka,3450 - 3472 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.72Cr  - 1.73Cr 							",,Ongoing,Possession: Jun-2019,Launched: Jan-2015, REGISTRATION NO. PR/KN/170729/000144	
Legacy Salvador,By Legacy Global Projects Pvt Ltd in Yelahanka,Yelahanka,2200 - 2250 sq.ft,"
								3 BHK PentHouse
								Availability*: Yes
							","
														 
														1.81Cr  - 1.85Cr 							",,Ongoing,Possession: Apr-2020,Launched: Sep-2016, REGISTRATION NO. PR/KN/170731/000877
Prestige Royale Gardens,By Prestige Group in Yelahanka,Yelahanka,1705 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														89.25L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170730/000445
Prestige Woodside,By Prestige Group in Yelahanka,Yelahanka,3122 - 4237 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														1.82Cr  - 2.47Cr 							",,Ongoing,Possession: Aug-2019,, REGISTRATION NO. PR/KN/170730/000423
Calvin Royal Residency,By Calvin Construction in Gottigere,Gottigere,1005 - 1108 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														33.16L  - 36.56L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170731/000853
Pruthvi Royal,By Pruthvi Builders & Developer in Gottigere,Gottigere,1382 - 1483 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														46.29L  - 49.68L 							",,Ongoing,Possession: Dec-2017,,
Gurupriya Vyas,By Gurupriya Housing Pvt Ltd in Wilson Garden,Wilson Garden,1650 - 1675 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.73Cr  - 1.75Cr 							",,Ongoing,Possession: Aug-2018,,
Arvind Sporcia,By Arvind SmartSpaces in Hebbal,Hebbal,,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														90.70L  - 1.02Cr 							",,Ongoing,Possession: Mar-2018,, REGISTRATION NO. PR/KN/170731/000768
Elegant Windsor,By Elegant Properties in Frazer Town,Frazer Town,1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.10Cr 							",,Ongoing,Possession: Dec-2017,,
Feather Stone East Bourne,By Featherstone Homes & Habitats in Frazer Town,Frazer Town,3100 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.48Cr 							",,Ongoing,Possession: Aug-2018,,
Redifice Ashton,By Redifice Developers in Frazer Town,Frazer Town,1434 - 1789 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.25Cr  - 1.57Cr 							",,Ongoing,Possession: Jul-2017,,
Assetz Lifestyle,By Assetz Property Group in Kodathi,Kodathi,1157 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														66.14L 							",,Ongoing,Possession: Nov-2018,,
Celebrity Shelters,By Celebrity Structures India Pvt.Ltd. in Electronic City Phase I,Electronic City Phase I,1275 - 1380 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														29.32L  - 31.74L 							",,Ongoing,Possession: Dec-2018,,
Suvastu Kings Square,By Suvastu Projects Pvt Ltd in Sarjapur Road,Sarjapur Road,1360 - 1515 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.12L  - 63.63L 							",,Ongoing,Possession: Oct-2018,,
Alchemy Urban Forest,By Alembic Real Estate in Whitefield,Whitefield,1762 - 1890 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														89.86L  - 96.39L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170805/001137
Legacy Altamira,By Legacy Global Projects Pvt Ltd in lal bagh,lal bagh,2750 - 2950 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														4.67Cr  - 5.01Cr 							",,Ongoing,Possession: Apr-2020,,
Dreamz Passion II,By Dreamz Infra India Pvt Ltd in Sarjapur Road,Sarjapur Road,1325 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Dreamz Passion,By Dreamz Infra India Pvt Ltd in Sarjapur Road,Sarjapur Road,1300 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Mana Candela,By Mana Projects Pvt Ltd in Sarjapur Road,Sarjapur Road,1223 - 1283 sq.ft,"
								2.5 BHK Apartment
								Availability*: Sold out
							","
														 
														44.94L  - 47.15L 							",,Ongoing,Possession: Dec-2017,Launched: Mar-2016,
Ahad Meadows,By Ahad Builders Pvt. Ltd in Sarjapur,Sarjapur,1450 - 1477 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														58.72L  - 59.81L 							",,Ongoing,Possession: Dec-2017,,
Aswani Aaeesha,By Aswani Properties in Electronic City Phase II,Electronic City Phase II,925 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														37L 							",,Ongoing,Possession: Mar-2018,," REGISTRATION NO. PR/KN/170731/000819, PR/KN/170731/000859"
Unishire Pratyaksh,By Unishire Group in Guttahalli,Guttahalli,1907 - 2688 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.85Cr  - 3.98Cr 							",,Ongoing,Possession: Jan-2019,,
Gruha Kalyan Anemone,By Gruha Kalyan in HBR Layout,HBR Layout, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														26L 							",,Ongoing,Possession: Jun-2017,,
Inner Spaces Orchard in Bloom,By Inner Spaces in Haralur Road,Haralur Road,960 - 1100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														50.88L  - 58.30L 							",,Ongoing,Possession: Dec-2018,,
Shriram Chirping Woods Apartment,By Shriram Properties in Haralur Road,Haralur Road,1620 - 1760 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														92.34L  - 1Cr 							",,Ongoing,Possession: Mar-2019,Launched: Jul-2013, REGISTRATION NO. PR/KN/170804/001085
Sai Poorna Luxuria,By Srinivasa Developers in Haralur Road,Haralur Road,1460 - 1890 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.86L  - 77.49L 							",,Ongoing,Possession: Sep-2017,,
Dreamz Ekadant,By Dreamz Infra India Pvt Ltd in Haralur Road,Haralur Road,1421 - 1442 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														31L  - 41L 							",,Ongoing,,,
MSR Iris,By MSR Dwellings in Haralur Road,Haralur Road,1000 - 1210 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														57.86L  - 70.01L 							",,Ongoing,Possession: Feb-2018,Launched: Mar-2016,
Definer Kingdom Phase II,By Definer Group in Old Madras Road,Old Madras Road,1356 - 1427 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														47.46L  - 49.94L 							",,Ongoing,Possession: May-2018,,
Dreamz Saraswathi,By Dreamz Infra India Pvt Ltd in Chandapura,Chandapura,1200 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														18L 							",,Ongoing,,,
NCN East,By NCN Developers in Kacharakanahalli,Kacharakanahalli,1023 - 1115 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														50L  - 53L 							",,Ongoing,Possession: Jun-2017,,
RICH Blossoms,By Regal Investment Construction & Holdings Pvt. Ltd in Kacharakanahalli,Kacharakanahalli,1218 - 1608 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.85L  - 76.38L 							",,Ongoing,Possession: May-2017,,
Aditya Gardenia ,By  in Vaderahalli,Vaderahalli,1200 - 5000 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														32.40L  - 1.35Cr 							",,Ongoing,Possession: Sep-2018,Launched: Sep-2017,
